FIRE_YEAR,COUNTY,fire_count,total_acres,max_fire_size,YEAR,avg_temp_f,max_temp_f,min_temp_f,total_precip_in,avg_wind,max_wind,fire_occurred,large_fire
2008,Canyon,1,0.1,0.1,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,0
2008,Caribou,1,632.0,632.0,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,0
2008,Cassia,11,653.4,500.0,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,0
2008,Clark,1,1.1,1.1,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,0
2008,Clearwater,0,99.5,90.0,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,0,0
2008,Custer,5,1.3,0.5,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,0
2008,Elmore,24,3422.9,2493.0,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,1
2008,Franklin,2,2.1,2.0,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,0
2008,Gem,5,58.099999999999994,49.0,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,0
2008,Gooding,13,6131.2,3847.0,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,1
2008,Idaho,1,3063.71,2967.0,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,1
2008,Jefferson,3,36.2,34.2,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,0
2008,Jerome,14,857.8000000000001,449.0,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,0
2008,Kootenai,0,8.65,2.4,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,0,0
2008,Latah,0,85.1,40.0,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,0,0
2008,Lemhi,3,4.1,3.0,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,0
2008,Lincoln,10,855.7,674.0,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,0
2008,Minidoka,4,31872.2,31616.2,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,1
2008,Nez Perce,0,150.25,150.0,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,0,0
2008,Oneida,4,2.4,1.5,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,0
2008,Owyhee,18,2002.5,1279.0,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,1
2008,Payette,1,110.0,110.0,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,0
2008,Power,1,7831.0,7831.0,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,1
2008,Shoshone,1,5.96,1.5,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,0
2008,Twin Falls,16,9517.7,6773.0,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,1
2008,Valley,0,3.25,0.6,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,0,0
2008,Washington,1,14.0,14.0,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,0
2009,Ada,86,457.6,293.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Adams,4,0.4,0.1,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Bannock,14,2.8,1.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Bear Lake,1,247.0,247.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Benewah,18,39.1,35.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Bingham,5,21.200000000000003,18.8,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Blaine,5,45.9,29.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Boise,15,7.65,5.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Bonner,71,24.43,4.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Bonneville,2,5.3,5.2,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Boundary,24,7.8,3.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Butte,2,0.2,0.1,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Camas,2,6.2,5.9,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Canyon,2,0.2,0.1,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Caribou,3,288.1,147.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Cassia,27,1081.7,372.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,1
2009,Clark,1,155.0,155.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Clearwater,33,6.96,1.3,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Custer,2,1.3,0.8,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Elmore,21,854.2,436.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Gem,5,1280.6,1262.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,1
2009,Gooding,5,1140.8,1104.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,1
2009,Idaho,21,20.55,10.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Jefferson,1,0.1,0.1,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Jerome,6,259.5,191.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Kootenai,27,66.7,51.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Latah,7,3.71,2.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Lemhi,3,2.5,1.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Lewis,4,1.3,1.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Lincoln,14,4211.1,3026.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,1
2009,Madison,2,0.4,0.3,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Minidoka,5,1293.3,1252.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,1
2009,Nez Perce,5,18.4,15.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Oneida,5,199.6,189.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Owyhee,19,656.9,377.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Payette,4,572.9,505.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Power,1,0.3,0.3,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Shoshone,30,66.97,40.0,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
2009,Teton,1,0.1,0.1,2009,76.97564893547042,93.89795918367346,33.76190476190476,3.849281767955801,5.966241519177397,19.996153846153845,1,0
